"Points:0","Points:1","Points:2"
-3.07000e-04,-7.42610e-02,-3.25330e-02
-1.66000e-04,2.35750e-02,-3.15330e-02
-9.96000e-04,2.33070e-02,-3.29250e-02
2.74800e-02,2.62670e-02,-3.27020e-02
2.91880e-02,2.59310e-02,-3.19810e-02
-4.17400e-03,-7.41890e-02,-3.25420e-02
3.52370e-02,-5.55090e-02,-3.05230e-02
3.39280e-02,-5.57120e-02,-3.19900e-02
2.79700e-03,-7.95350e-02,-3.17040e-02
2.93500e-03,-7.85700e-02,-3.19930e-02
3.09580e-02,-5.48520e-02,-3.09040e-02
-6.06300e-03,-8.04510e-02,-3.21440e-02
3.02020e-02,1.88010e-02,-3.19150e-02
-4.91700e-03,-8.19940e-02,-3.16920e-02
3.28900e-03,3.04990e-02,-3.17840e-02
2.86060e-02,-6.38640e-02,-3.16870e-02
4.64000e-04,-8.37580e-02,-3.18920e-02
-3.18800e-03,-7.36160e-02,-3.19970e-02
-7.25000e-04,3.43960e-02,-3.23010e-02
2.09900e-03,2.58210e-02,-3.08280e-02
-1.40300e-03,-7.33700e-02,-3.13360e-02
2.87300e-03,-7.73770e-02,-3.23470e-02
3.65320e-02,-5.77230e-02,-3.18320e-02
-6.21100e-03,-7.96050e-02,-3.16650e-02
-4.31400e-03,3.21870e-02,-3.15700e-02
-4.40500e-03,3.22540e-02,-3.22680e-02
-3.43800e-03,3.33160e-02,-3.15860e-02
-3.03400e-03,2.29040e-02,-3.22520e-02
-1.09300e-03,2.30650e-02,-3.15310e-02
-1.04900e-03,2.31780e-02,-3.22360e-02
-4.54600e-03,2.62070e-02,-3.15240e-02
-4.34400e-03,-8.27870e-02,-3.14620e-02
3.26280e-02,-6.66750e-02,-3.19030e-02
-4.55400e-03,2.48980e-02,-3.15380e-02
-5.19600e-03,2.98670e-02,-3.21990e-02
3.14500e-03,2.82480e-02,-3.07830e-02
2.27300e-03,3.28190e-02,-3.14510e-02
2.12200e-03,3.29860e-02,-3.15770e-02
3.00900e-02,-6.59640e-02,-3.15180e-02
2.76500e-02,-6.02000e-02,-3.17310e-02
4.99000e-04,3.39850e-02,-3.20000e-02
2.30210e-02,2.45310e-02,-3.20140e-02
-6.61200e-03,-7.86990e-02,-3.19330e-02
2.69300e-02,2.64090e-02,-3.20070e-02
2.80720e-02,2.64210e-02,-3.19950e-02
3.02200e-03,3.14750e-02,-3.16410e-02
2.31060e-02,1.63070e-02,-3.12530e-02
3.68720e-02,-5.84530e-02,-3.15080e-02
-5.29600e-03,-8.08640e-02,-3.12990e-02
3.07850e-02,2.41740e-02,-3.19560e-02
3.14520e-02,2.23010e-02,-3.19400e-02
2.47720e-02,1.47730e-02,-3.19190e-02
2.40350e-02,1.55150e-02,-3.05320e-02
2.69880e-02,1.45410e-02,-3.19190e-02
3.14330e-02,2.09760e-02,-3.19310e-02
3.13020e-02,2.06290e-02,-3.19290e-02
3.05810e-02,2.19700e-02,-2.98460e-02
3.09380e-02,2.19750e-02,-3.05480e-02
3.00870e-02,1.99330e-02,-3.05000e-02
2.76230e-02,-5.78370e-02,-3.12230e-02
2.81070e-02,1.49970e-02,-3.19190e-02
2.97180e-02,-5.60460e-02,-3.19510e-02
2.95440e-02,1.66320e-02,-3.19030e-02
2.86210e-02,1.54230e-02,-3.19190e-02
2.88310e-02,1.58950e-02,-3.12070e-02
2.97340e-02,1.78400e-02,-3.05210e-02
3.60910e-02,-6.17000e-02,-3.09020e-02
1.36700e-03,-8.31820e-02,-3.13380e-02
2.26900e-03,-8.17940e-02,-3.17660e-02
2.77300e-03,2.71340e-02,-3.08650e-02
2.75220e-02,-5.90080e-02,-3.14850e-02
6.23000e-04,3.39010e-02,-3.15980e-02
-6.14000e-03,-7.54990e-02,-3.06950e-02
-4.31400e-03,-7.38010e-02,-3.19330e-02
-4.66100e-03,-8.15980e-02,-3.10790e-02
2.74300e-03,-7.58480e-02,-3.13380e-02
2.32700e-03,-7.47740e-02,-3.09270e-02
2.38200e-03,-7.45260e-02,-3.02700e-02
1.80800e-03,-7.39900e-02,-3.04310e-02
7.48000e-04,2.42920e-02,-3.15080e-02
2.38970e-02,2.61170e-02,-2.99210e-02
2.62670e-02,2.70660e-02,-2.92140e-02
3.59460e-02,-5.67000e-02,-3.15220e-02
-3.15700e-03,-8.39450e-02,-3.11130e-02
-1.15000e-03,-8.42520e-02,-3.17450e-02
2.97400e-03,-7.70970e-02,-3.17010e-02
2.92650e-02,-6.52420e-02,-3.18410e-02
3.00950e-02,2.49960e-02,-2.98710e-02
3.01870e-02,2.50130e-02,-3.12670e-02
3.06930e-02,2.41510e-02,-3.12560e-02
3.44250e-02,-6.48260e-02,-3.19120e-02
3.08790e-02,2.31850e-02,-3.05550e-02
2.59060e-02,1.46720e-02,-3.12580e-02
2.94380e-02,1.67260e-02,-3.12100e-02
1.69200e-03,-7.46090e-02,-3.17060e-02
3.34740e-02,-6.62950e-02,-3.12990e-02
-6.50000e-05,-7.35700e-02,-3.12810e-02
2.75610e-02,-6.08030e-02,-3.07040e-02
-7.32000e-04,3.42970e-02,-3.16050e-02
2.79830e-02,-5.68210e-02,-3.08910e-02
-1.09600e-03,-8.40550e-02,-3.03390e-02
-3.36800e-03,2.28200e-02,-3.15570e-02
-4.09400e-03,2.36320e-02,-3.15380e-02
-3.30000e-04,-8.38900e-02,-3.03880e-02
6.24000e-04,-8.35460e-02,-3.04860e-02
-4.84800e-03,3.09220e-02,-3.15520e-02
9.37000e-04,-7.34970e-02,-3.05760e-02
7.30000e-05,-7.28120e-02,-3.00460e-02
2.02900e-03,3.29240e-02,-3.08840e-02
4.30000e-04,3.37650e-02,-3.01850e-02
-6.49700e-03,-7.84880e-02,-3.12670e-02
3.02800e-03,-7.83000e-02,-3.13430e-02
2.91300e-02,-6.51140e-02,-3.11410e-02
-6.37200e-03,-7.63540e-02,-3.11680e-02
2.87310e-02,-5.62110e-02,-3.11380e-02
2.99590e-02,-5.47230e-02,-3.02250e-02
-6.54500e-03,-7.73850e-02,-3.08610e-02
-6.01700e-03,-7.93890e-02,-3.09980e-02
-2.82000e-03,3.38290e-02,-3.08930e-02
2.64900e-03,3.21260e-02,-3.08490e-02
3.30530e-02,-5.51340e-02,-3.14920e-02
-4.28100e-03,3.21570e-02,-3.08680e-02
-3.68600e-03,3.29400e-02,-3.01650e-02
3.26780e-02,-6.65910e-02,-3.11660e-02
3.09860e-02,-6.63660e-02,-3.13220e-02
3.71710e-02,-5.90280e-02,-3.05050e-02
2.21150e-02,2.25950e-02,-3.13150e-02
2.40200e-02,2.57310e-02,-3.13200e-02
3.49060e-02,-6.34530e-02,-3.09640e-02
2.19210e-02,2.07510e-02,-3.12970e-02
2.70960e-02,2.66460e-02,-3.12990e-02
-4.44500e-03,-7.34320e-02,-3.13150e-02
1.21600e-03,3.32750e-02,-2.94710e-02
2.83470e-02,2.65120e-02,-3.12900e-02
2.83900e-03,-8.03960e-02,-2.99930e-02
-4.29600e-03,2.69900e-02,-3.08260e-02
-4.21300e-03,2.79640e-02,-3.01300e-02
2.26460e-02,1.72190e-02,-2.98660e-02
2.31330e-02,1.63380e-02,-3.05550e-02
3.12550e-02,2.22570e-02,-3.12440e-02
2.87010e-02,-5.53530e-02,-2.99950e-02
2.85980e-02,-5.58410e-02,-3.05320e-02
2.99900e-02,1.89180e-02,-3.12190e-02
2.76500e-02,1.50210e-02,-3.12230e-02
3.54770e-02,-6.24120e-02,-3.06270e-02
3.40080e-02,-6.51650e-02,-3.02540e-02
3.39360e-02,-5.45930e-02,-3.01810e-02
3.19100e-03,3.02630e-02,-3.01080e-02
1.99500e-03,-8.25100e-02,-3.08130e-02
-3.81700e-03,-8.33390e-02,-3.07000e-02
-3.69400e-03,-7.24110e-02,-3.01630e-02
2.28900e-02,2.46570e-02,-3.13200e-02
2.23170e-02,2.38350e-02,-3.06170e-02
2.18980e-02,1.97580e-02,-3.05830e-02
2.92440e-02,2.60020e-02,-3.12850e-02
2.92720e-02,2.60510e-02,-3.05830e-02
-3.25100e-03,-8.38130e-02,-3.06890e-02
2.52870e-02,1.49590e-02,-3.05320e-02
2.88900e-03,3.12160e-02,-2.94090e-02
3.16510e-02,-6.64730e-02,-3.04980e-02
2.89550e-02,-6.50490e-02,-3.04110e-02
3.66930e-02,-5.70010e-02,-3.06190e-02
-5.19400e-03,-7.40480e-02,-3.11200e-02
3.00420e-02,-6.59550e-02,-3.07570e-02
-5.00900e-03,-8.04260e-02,-3.06930e-02
-4.12800e-03,-8.23370e-02,-3.00040e-02
-3.77100e-03,-8.32100e-02,-2.99970e-02
3.66480e-02,-6.07260e-02,-3.13060e-02
-7.33000e-04,3.42150e-02,-3.09020e-02
-2.05700e-03,3.42860e-02,-3.08950e-02
-4.06400e-03,2.36650e-02,-3.08510e-02
3.19110e-02,-5.43350e-02,-3.03390e-02
-2.18900e-03,-8.38580e-02,-2.92790e-02
-4.55200e-03,2.49180e-02,-3.08400e-02
-2.41300e-03,2.27230e-02,-2.94160e-02
-1.18100e-03,2.30470e-02,-2.93910e-02
-1.19600e-03,2.29140e-02,-3.01280e-02
3.20700e-03,-7.86780e-02,-2.90440e-02
-1.82000e-04,2.34950e-02,-3.07990e-02
7.05000e-04,2.41450e-02,-3.00870e-02
1.38200e-03,2.49180e-02,-3.08120e-02
2.53300e-03,3.21480e-02,-3.01470e-02
3.68610e-02,-6.03380e-02,-3.07110e-02
3.20300e-03,-7.69420e-02,-3.02870e-02
2.80500e-03,-7.56130e-02,-3.06790e-02
2.73010e-02,-5.86890e-02,-3.08540e-02
-2.46400e-03,-7.28020e-02,-3.07760e-02
3.30010e-02,-5.47300e-02,-3.09090e-02
-1.16900e-03,2.30190e-02,-3.08190e-02
-4.66000e-03,3.11460e-02,-2.94600e-02
2.30520e-02,2.51990e-02,-3.06240e-02
2.27540e-02,2.48010e-02,-3.06200e-02
-4.76200e-03,2.97590e-02,-3.01460e-02
2.39510e-02,2.59270e-02,-3.06220e-02
2.19180e-02,2.28310e-02,-2.99120e-02
2.18660e-02,2.14350e-02,-3.06040e-02
-1.48800e-03,-7.24860e-02,-3.01370e-02
2.72470e-02,2.68710e-02,-3.06030e-02
2.84620e-02,2.66250e-02,-3.05920e-02
1.39100e-03,2.47970e-02,-3.00910e-02
2.20030e-02,1.87550e-02,-2.91840e-02
-4.44300e-03,-8.15420e-02,-3.06930e-02
3.35200e-02,-6.60990e-02,-3.06200e-02
3.60510e-02,-5.60090e-02,-3.02940e-02
2.98080e-02,2.00250e-02,-2.98200e-02
2.68950e-02,1.49350e-02,-3.05280e-02
2.72150e-02,-5.96220e-02,-3.04560e-02
2.85100e-02,1.60290e-02,-2.98140e-02
2.93590e-02,1.68180e-02,-3.05070e-02
-5.68500e-03,-7.42720e-02,-2.95950e-02
-5.70600e-03,-7.44740e-02,-3.02660e-02
3.71990e-02,-5.78990e-02,-2.99080e-02
-5.72800e-03,-7.91360e-02,-3.03420e-02
3.62760e-02,-6.14590e-02,-3.02470e-02
3.30000e-03,-7.74820e-02,-2.93980e-02
-4.55400e-03,-7.31030e-02,-3.06750e-02
-6.08700e-03,-7.80070e-02,-2.99440e-02
2.71420e-02,-5.83880e-02,-3.02320e-02
2.37340e-02,2.65600e-02,-2.85270e-02
-1.07700e-03,-8.39530e-02,-2.96460e-02
-5.32100e-03,-7.31970e-02,-2.91640e-02
2.63000e-03,2.66680e-02,-3.01210e-02
2.18010e-02,1.97310e-02,-2.98890e-02
-6.42800e-03,-7.72210e-02,-3.01830e-02
2.96070e-02,-6.57690e-02,-3.00890e-02
2.75420e-02,-6.11580e-02,-2.98110e-02
2.78090e-02,-6.20420e-02,-2.94350e-02
2.62940e-02,1.50440e-02,-2.98340e-02
2.76270e-02,1.52220e-02,-3.05320e-02
2.50550e-02,1.51760e-02,-2.98270e-02
2.35640e-02,1.61510e-02,-2.84500e-02
-6.31700e-03,-7.62710e-02,-2.97360e-02
2.96680e-02,1.79720e-02,-2.98200e-02
3.26850e-02,-6.65450e-02,-3.04150e-02
2.87780e-02,-6.49210e-02,-2.97170e-02
2.72600e-03,-8.11710e-02,-2.90330e-02
-4.57000e-04,3.40400e-02,-2.94710e-02
-2.05700e-03,3.42080e-02,-3.01920e-02
2.71390e-02,-6.00450e-02,-2.95270e-02
3.49270e-02,-6.29390e-02,-2.96600e-02
-4.38300e-03,-8.02890e-02,-3.00000e-02
-4.20500e-03,2.70040e-02,-3.01280e-02
-4.50500e-03,2.49800e-02,-2.94190e-02
-4.46900e-03,2.49550e-02,-3.01210e-02
-3.41500e-03,2.27950e-02,-3.01700e-02
2.72940e-02,-5.72430e-02,-2.99610e-02
2.09100e-03,2.57700e-02,-2.93820e-02
-2.37000e-04,2.35470e-02,-2.93770e-02
2.79680e-02,-5.60900e-02,-2.99930e-02
2.14900e-03,-8.23740e-02,-3.01300e-02
3.11880e-02,-5.37860e-02,-2.94300e-02
3.29530e-02,-5.43600e-02,-3.03050e-02
-4.22800e-03,-8.14170e-02,-2.99990e-02
2.80680e-02,-6.29240e-02,-2.90600e-02
-2.82400e-03,3.37500e-02,-2.94670e-02
3.67240e-02,-5.66960e-02,-2.99930e-02
2.24370e-02,2.50820e-02,-2.92230e-02
2.20340e-02,2.41080e-02,-2.92210e-02
2.68320e-02,-5.89070e-02,-2.92760e-02
1.55000e-03,-8.29790e-02,-2.99370e-02
3.51700e-02,-5.51480e-02,-2.99840e-02
2.73210e-02,2.70500e-02,-2.99080e-02
-2.67300e-03,-7.19300e-02,-2.95720e-02
-3.39900e-03,2.30190e-02,-2.94180e-02
-4.41200e-03,2.60120e-02,-2.87200e-02
2.16580e-02,2.07390e-02,-2.91980e-02
2.85080e-02,2.66850e-02,-2.98890e-02
2.95480e-02,2.58160e-02,-2.98800e-02
6.85000e-04,2.40210e-02,-2.93700e-02
3.05120e-02,2.39750e-02,-2.98590e-02
-6.10000e-03,-7.53180e-02,-3.00220e-02
3.35570e-02,-6.59400e-02,-2.99260e-02
3.06400e-02,-6.62600e-02,-2.90950e-02
3.17600e-02,-6.64490e-02,-2.89890e-02
3.04060e-02,2.29810e-02,-2.91540e-02
3.70660e-02,-5.99940e-02,-2.98870e-02
2.41680e-02,1.57400e-02,-2.84450e-02
2.97730e-02,2.09890e-02,-2.91410e-02
-4.65400e-03,-7.27840e-02,-3.00390e-02
2.92730e-02,1.69250e-02,-2.98130e-02
3.01480e-02,-5.39400e-02,-2.92580e-02
2.71970e-02,-5.68380e-02,-2.92990e-02
1.06100e-03,-7.28330e-02,-2.93130e-02
3.60670e-02,-5.57110e-02,-2.96690e-02
3.27350e-02,-6.64210e-02,-2.97030e-02
-1.31000e-04,-8.37140e-02,-2.89750e-02
1.30200e-03,-8.31310e-02,-2.85620e-02
1.64700e-03,-8.28940e-02,-2.92330e-02
3.35260e-02,-5.39300e-02,-2.93220e-02
3.26880e-02,-5.32610e-02,-2.86810e-02
2.30990e-02,2.58900e-02,-2.92280e-02
3.72790e-02,-5.89810e-02,-2.98960e-02
2.97400e-03,-7.48660e-02,-2.87130e-02
3.17200e-03,-7.63890e-02,-2.97220e-02
2.82350e-02,-6.35550e-02,-2.87850e-02
2.43600e-03,-7.42820e-02,-2.96120e-02
2.74490e-02,1.55250e-02,-2.91200e-02
3.02040e-02,2.19900e-02,-2.91470e-02
2.93190e-02,1.91270e-02,-2.70370e-02
2.93190e-02,2.01560e-02,-2.70370e-02
2.94940e-02,2.01240e-02,-2.84380e-02
3.41930e-02,-6.43640e-02,-2.84700e-02
-4.35200e-03,-7.92970e-02,-2.92850e-02
-2.05300e-03,3.41680e-02,-2.94760e-02
-3.73100e-03,3.29810e-02,-2.87640e-02
-2.87900e-03,3.38430e-02,-2.87600e-02
2.68870e-02,-5.78490e-02,-2.92970e-02
-4.27500e-03,3.21780e-02,-2.94620e-02
-3.86400e-03,-7.19830e-02,-2.95560e-02
-4.74500e-03,2.98950e-02,-2.94480e-02
-4.13400e-03,2.79820e-02,-2.94300e-02
3.32700e-03,2.92720e-02,-2.93910e-02
3.13700e-03,2.80020e-02,-2.93770e-02
1.30500e-03,2.48790e-02,-2.93790e-02
-5.42000e-04,-7.14540e-02,-2.82560e-02
-6.08700e-03,-7.73920e-02,-2.94030e-02
2.86630e-02,-6.47520e-02,-2.90310e-02
3.58360e-02,-5.49850e-02,-2.85570e-02
-4.08900e-03,-8.23510e-02,-2.93060e-02
-4.24400e-03,-8.14060e-02,-2.86130e-02
3.38190e-02,-6.53980e-02,-2.91660e-02
2.76840e-02,-5.59330e-02,-2.92990e-02
2.93730e-02,-6.56980e-02,-2.93700e-02
-4.08100e-03,-7.15500e-02,-2.89520e-02
3.71000e-04,3.38810e-02,-2.80500e-02
2.36880e-02,2.67530e-02,-2.78290e-02
2.28430e-02,2.62040e-02,-2.78290e-02
3.70580e-02,-5.70210e-02,-2.92190e-02
-4.69900e-03,2.98770e-02,-2.87500e-02
2.15540e-02,2.07190e-02,-2.84880e-02
2.16150e-02,2.28030e-02,-2.85120e-02
-4.78600e-03,-7.23970e-02,-2.94180e-02
3.73800e-02,-5.79910e-02,-2.84980e-02
1.79400e-03,3.28530e-02,-2.87430e-02
2.73980e-02,2.72380e-02,-2.92070e-02
3.73490e-02,-5.89920e-02,-2.91910e-02
-4.45900e-03,2.49990e-02,-2.87140e-02
-6.03300e-03,-7.54850e-02,-2.85110e-02
-4.02700e-03,2.38800e-02,-2.87040e-02
2.85980e-02,2.67990e-02,-2.91940e-02
2.95350e-02,2.58350e-02,-2.91820e-02
3.65100e-02,-6.10490e-02,-2.91750e-02
3.68120e-02,-6.05400e-02,-2.91770e-02
-6.08000e-03,-7.66600e-02,-2.88840e-02
3.01400e-02,2.40530e-02,-2.84650e-02
2.97680e-02,2.48520e-02,-2.70690e-02
2.95370e-02,2.58460e-02,-2.77790e-02
2.62200e-03,2.66850e-02,-2.93790e-02
-5.58400e-03,-7.75480e-02,-2.86560e-02
3.32170e-02,-6.61180e-02,-2.84660e-02
2.26900e-03,-8.22320e-02,-2.94410e-02
2.64880e-02,1.52050e-02,-2.91320e-02
2.91720e-02,1.70270e-02,-2.91150e-02
2.81890e-02,1.61380e-02,-2.84200e-02
2.95450e-02,1.80580e-02,-2.91150e-02
-3.63700e-03,-8.30540e-02,-2.85990e-02
-4.08100e-03,-8.22600e-02,-2.79100e-02
-4.12800e-03,-8.01110e-02,-2.93130e-02
2.73870e-02,-6.09510e-02,-2.71330e-02
2.81490e-02,-6.32910e-02,-2.64220e-02
2.80720e-02,-5.49780e-02,-2.86130e-02
-3.08200e-03,-8.34760e-02,-2.85920e-02
-5.84600e-03,-7.64220e-02,-2.82380e-02
3.66560e-02,-5.59520e-02,-2.85300e-02
3.21800e-03,-7.61260e-02,-2.90700e-02
3.62360e-02,-5.56880e-02,-2.92440e-02
2.46360e-02,2.70960e-02,-2.78230e-02
1.96400e-03,-7.30780e-02,-2.85090e-02
2.21730e-02,2.53550e-02,-2.78290e-02
2.17350e-02,2.44310e-02,-2.78230e-02
2.18970e-02,2.42550e-02,-2.85250e-02
3.71510e-02,-5.69970e-02,-2.85140e-02
2.16540e-02,1.97030e-02,-2.84890e-02
-4.19000e-03,-7.79520e-02,-2.78840e-02
2.86690e-02,2.68930e-02,-2.84950e-02
-1.08500e-03,-8.38440e-02,-2.85710e-02
2.95400e-02,2.58390e-02,-2.84820e-02
2.28430e-02,1.68760e-02,-2.84610e-02
2.20960e-02,1.80810e-02,-2.77740e-02
3.46170e-02,-6.29770e-02,-2.84650e-02
3.51290e-02,-6.24660e-02,-2.91710e-02
-3.07200e-03,-7.09560e-02,-2.84080e-02
2.51480e-02,1.53930e-02,-2.84330e-02
2.90630e-02,1.70800e-02,-2.84170e-02
3.27970e-02,-6.64020e-02,-2.89570e-02
-2.63400e-03,-7.09520e-02,-2.84130e-02
-2.07300e-03,3.42150e-02,-2.87640e-02
-4.69200e-03,3.11810e-02,-2.87590e-02
2.40500e-03,3.20920e-02,-2.87230e-02
-4.00200e-03,2.80250e-02,-2.73310e-02
-4.00400e-03,2.80260e-02,-2.80290e-02
-4.72400e-03,2.98600e-02,-2.80540e-02
-6.00000e-03,-7.49580e-02,-2.86650e-02
-4.18900e-03,2.69880e-02,-2.87270e-02
2.75300e-03,3.11920e-02,-2.80080e-02
-2.43200e-03,2.27620e-02,-2.79810e-02
-1.26300e-03,2.29110e-02,-2.86860e-02
3.14970e-02,-5.33020e-02,-2.87040e-02
3.18300e-03,3.02370e-02,-2.87020e-02
3.28400e-03,2.82280e-02,-2.86810e-02
2.63300e-03,2.67000e-02,-2.86770e-02
-2.02000e-04,2.33910e-02,-2.86750e-02
1.37800e-03,2.46610e-02,-2.86720e-02
6.93000e-04,2.37960e-02,-2.72650e-02
-4.92400e-03,-7.21290e-02,-2.87590e-02
2.57100e-03,-7.35700e-02,-2.76370e-02
2.98470e-02,-5.36430e-02,-2.85760e-02
3.39150e-02,-5.32200e-02,-2.79230e-02
2.39300e-03,-8.20860e-02,-2.87530e-02
-4.29800e-03,-8.11120e-02,-2.79170e-02
2.69880e-02,-5.67300e-02,-2.85940e-02
2.67400e-02,-5.78140e-02,-2.85850e-02
2.88380e-02,-5.42340e-02,-2.85800e-02
2.67670e-02,-5.88680e-02,-2.85690e-02
3.54550e-02,-5.46610e-02,-2.85800e-02
3.33100e-03,-7.74970e-02,-2.86610e-02
2.83190e-02,-6.39740e-02,-2.78160e-02
2.87300e-02,-6.48870e-02,-2.78070e-02
2.87310e-02,-6.49170e-02,-2.85070e-02
2.92410e-02,-6.55490e-02,-2.86750e-02
-4.42000e-04,3.41270e-02,-2.87590e-02
-1.69700e-03,3.43940e-02,-2.80590e-02
-2.13000e-03,3.43640e-02,-2.80610e-02
-4.39800e-03,3.22560e-02,-2.80610e-02
2.79300e-03,-8.10040e-02,-2.83510e-02
1.22000e-03,3.33720e-02,-2.73330e-02
-4.06500e-03,2.79890e-02,-2.87300e-02
-4.75500e-03,2.99020e-02,-2.73500e-02
2.77550e-02,2.73620e-02,-2.85050e-02
3.69340e-02,-6.01220e-02,-2.84790e-02
3.63990e-02,-6.09370e-02,-2.84770e-02
3.56410e-02,-6.17040e-02,-2.84720e-02
-3.36800e-03,2.31040e-02,-2.86930e-02
3.05890e-02,-6.62260e-02,-2.84840e-02
-1.33200e-03,2.29110e-02,-2.79790e-02
3.41700e-03,2.89720e-02,-2.79860e-02
3.17700e-03,3.02260e-02,-2.79970e-02
2.97630e-02,2.29920e-02,-2.77770e-02
3.13400e-03,2.77130e-02,-2.79600e-02
2.06500e-03,2.57240e-02,-2.79740e-02
2.62940e-02,1.52930e-02,-2.84330e-02
3.29150e-02,-5.28910e-02,-2.79530e-02
4.73000e-04,-8.34630e-02,-2.78620e-02
-3.04000e-03,-8.33990e-02,-2.78910e-02
2.72540e-02,-5.56830e-02,-2.78960e-02
-3.97200e-03,-7.91130e-02,-2.85740e-02
1.15400e-03,-7.22040e-02,-2.80380e-02
3.29600e-03,-7.58570e-02,-2.84170e-02
-4.29000e-03,-8.03530e-02,-2.72210e-02
3.51220e-02,-5.32200e-02,-2.64900e-02
3.42940e-02,-5.25690e-02,-2.64900e-02
-1.05700e-03,-8.37890e-02,-2.78690e-02
-5.35900e-03,-7.29590e-02,-2.85000e-02
3.22550e-02,-6.64510e-02,-2.84680e-02
3.65090e-02,-5.55290e-02,-2.78290e-02
2.42570e-02,2.76210e-02,-2.57280e-02
2.75420e-02,2.75390e-02,-2.78090e-02
2.64840e-02,2.77290e-02,-2.71180e-02
2.13060e-02,2.16990e-02,-2.78060e-02
3.72750e-02,-5.91780e-02,-2.84910e-02
3.66360e-02,-5.99440e-02,-2.70810e-02
3.72600e-02,-5.89760e-02,-2.77900e-02
3.62520e-02,-6.07870e-02,-2.77830e-02
3.48110e-02,-6.21290e-02,-2.77740e-02
3.37270e-02,-6.53100e-02,-2.77670e-02
3.18300e-03,-7.78870e-02,-2.63550e-02
3.34200e-03,-7.70190e-02,-2.80700e-02
-4.32100e-03,-7.11240e-02,-2.83420e-02
-1.64700e-03,-7.06580e-02,-2.77610e-02
2.95290e-02,2.19700e-02,-2.77490e-02
2.95380e-02,2.11250e-02,-2.84450e-02
2.94610e-02,1.81290e-02,-2.84240e-02
2.93650e-02,-6.56700e-02,-2.85000e-02
3.03040e-02,-6.61430e-02,-2.84880e-02
-4.77700e-03,3.12670e-02,-2.73560e-02
-3.97300e-03,3.31860e-02,-2.73700e-02
-3.83300e-03,3.30690e-02,-2.80610e-02
-3.05800e-03,3.41070e-02,-2.73720e-02
3.33800e-03,-7.68710e-02,-2.73860e-02
2.31200e-03,3.20510e-02,-2.73150e-02
1.72700e-03,3.28690e-02,-2.73270e-02
-4.48400e-03,2.49960e-02,-2.80130e-02
-4.06600e-03,2.38800e-02,-2.80020e-02
-3.37300e-03,2.31210e-02,-2.79930e-02
3.07390e-02,-5.24820e-02,-2.73240e-02
3.01910e-02,-5.30170e-02,-2.78480e-02
-5.73100e-03,-7.24000e-02,-2.72210e-02
2.56700e-03,2.66320e-02,-2.72620e-02
1.63400e-03,2.47510e-02,-2.72690e-02
-5.07300e-03,-7.72670e-02,-2.79140e-02
2.47200e-03,-8.19200e-02,-2.80750e-02
2.98200e-03,-7.46730e-02,-2.80380e-02
-5.30500e-03,-7.15750e-02,-2.74340e-02
-5.89200e-03,-7.48050e-02,-2.79850e-02
3.55890e-02,-5.44060e-02,-2.78640e-02
2.66700e-02,-5.77800e-02,-2.78750e-02
2.67440e-02,-5.65900e-02,-2.71820e-02
2.84440e-02,-5.40590e-02,-2.78680e-02
2.67360e-02,-5.88450e-02,-2.71590e-02
2.70270e-02,-6.00370e-02,-2.78520e-02
1.88700e-03,-8.27660e-02,-2.78130e-02
-5.96400e-03,-7.31600e-02,-2.62770e-02
-5.82900e-03,-7.46350e-02,-2.73040e-02
3.72130e-02,-5.69850e-02,-2.78070e-02
-1.39100e-03,3.45040e-02,-2.73630e-02
2.13870e-02,2.27460e-02,-2.78180e-02
2.62520e-02,2.79040e-02,-2.64190e-02
2.87160e-02,2.69550e-02,-2.77930e-02
2.93670e-02,-6.56540e-02,-2.77950e-02
-4.45800e-03,2.61490e-02,-2.66220e-02
-4.53600e-03,2.50130e-02,-2.73130e-02
2.15070e-02,1.96820e-02,-2.77900e-02
3.05840e-02,-6.61790e-02,-2.77840e-02
2.94710e-02,2.59340e-02,-2.70810e-02
3.43770e-02,-6.31470e-02,-2.77740e-02
3.31760e-02,-6.61330e-02,-2.77650e-02
2.25950e-02,1.72200e-02,-2.77650e-02
3.18400e-03,3.02790e-02,-2.58980e-02
2.77000e-03,3.11920e-02,-2.66050e-02
2.32420e-02,1.64390e-02,-2.70550e-02
2.41990e-02,1.58110e-02,-2.77420e-02
-2.70000e-03,-7.00260e-02,-2.72230e-02
-3.59300e-03,-6.99580e-02,-2.72480e-02
2.92420e-02,2.12460e-02,-2.70460e-02
3.30000e-03,2.76580e-02,-2.72690e-02
2.62700e-02,1.53880e-02,-2.77330e-02
3.19310e-02,-5.23810e-02,-2.73470e-02
2.80610e-02,1.60740e-02,-2.77210e-02
2.89780e-02,1.71660e-02,-2.77190e-02
-4.62300e-03,-7.07630e-02,-2.77220e-02
-5.32800e-03,-7.62550e-02,-2.72800e-02
2.75300e-02,-5.46800e-02,-2.72000e-02
-3.73300e-03,-7.87090e-02,-2.79170e-02
2.66510e-02,-5.77870e-02,-2.64630e-02
-1.03400e-03,-8.37210e-02,-2.71700e-02
2.89190e-02,-5.32050e-02,-2.71610e-02
4.53000e-04,-8.34200e-02,-2.71640e-02
1.96000e-03,-8.26550e-02,-2.71200e-02
3.26100e-03,-7.54750e-02,-2.70710e-02
2.09180e-02,2.16120e-02,-2.64120e-02
2.12860e-02,1.96230e-02,-2.63940e-02
